nr;unternehmen;industriezweig;industriezweigSpeer;existiertHeute;standortNr;adresse;ort;stadtteil;adresseHeute;laenge;breite;verortung;verortungHinweis;speerSeite;datum;datumVon;datumBis;zwangsarbeiterart;gesamt;maennlich;weiblich
54;Ackermann Fahrzeugbau;Kraftfahrzeugindustrie;Fahrzeugbau;ja;1;Vohwinkeler Str. 87-93;Vohwinkel;Vohwinkel;;7.0439975;51.2165487;strassengenau;;514;13.8.1942;1942-08-13;1942-10-28;Ostarbeiter;50;49;1
54;Ackermann Fahrzeugbau;Kraftfahrzeugindustrie;Fahrzeugbau;ja;1;Vohwinkeler Str. 87-93;Vohwinkel;Vohwinkel;;7.0439975;51.2165487;strassengenau;;514;28.10.1942;1942-10-28;1943-04-27;Ostarbeiter;38;37;1
54;Ackermann Fahrzeugbau;Kraftfahrzeugindustrie;Fahrzeugbau;ja;1;Vohwinkeler Str. 87-93;Vohwinkel;Vohwinkel;;7.0439975;51.2165487;strassengenau;;514;27.4.1943;1943-04-27;1944-01-31;Ostarbeiter;30;29;1
54;Ackermann Fahrzeugbau;Kraftfahrzeugindustrie;Fahrzeugbau;ja;1;Vohwinkeler Str. 87-93;Vohwinkel;Vohwinkel;;7.0439975;51.2165487;strassengenau;;514;27.4.1943;1943-04-27;1945-05-08;Franzosen;5;;
54;Ackermann Fahrzeugbau;Kraftfahrzeugindustrie;Fahrzeugbau;ja;1;Vohwinkeler Str. 87-93;Vohwinkel;Vohwinkel;;7.0439975;51.2165487;strassengenau;;514;27.4.1943;1943-04-27;1945-05-08;Belgier;5;;
54;Ackermann Fahrzeugbau;Kraftfahrzeugindustrie;Fahrzeugbau;ja;1;Vohwinkeler Str. 87-93;Vohwinkel;Vohwinkel;;7.0439975;51.2165487;strassengenau;;514;31.1.1944;1944-01-31;1944-06-30;Deutsche;196;185;11
54;Ackermann Fahrzeugbau;Kraftfahrzeugindustrie;Fahrzeugbau;ja;1;Vohwinkeler Str. 87-93;Vohwinkel;Vohwinkel;;7.0439975;51.2165487;strassengenau;;514;31.1.1944;1944-01-31;1944-06-30;Westarbeiter;20;18;2
54;Ackermann Fahrzeugbau;Kraftfahrzeugindustrie;Fahrzeugbau;ja;1;Vohwinkeler Str. 87-93;Vohwinkel;Vohwinkel;;7.0439975;51.2165487;strassengenau;;514;31.1.1944;1944-01-31;1944-03-11;Ostarbeiter;64;57;7
54;Ackermann Fahrzeugbau;Kraftfahrzeugindustrie;Fahrzeugbau;ja;1;Vohwinkeler Str. 87-93;Vohwinkel;Vohwinkel;;7.0439975;51.2165487;strassengenau;;514;11.3.1944;1944-03-11;1944-06-30;Ostarbeiter;80;76;6
54;Ackermann Fahrzeugbau;Kraftfahrzeugindustrie;Fahrzeugbau;ja;1;Vohwinkeler Str. 87-93;Vohwinkel;Vohwinkel;;7.0439975;51.2165487;strassengenau;;514;30.6.1944;1944-06-30;1944-12-31;Deutsche;198;186;12
54;Ackermann Fahrzeugbau;Kraftfahrzeugindustrie;Fahrzeugbau;ja;1;Vohwinkeler Str. 87-93;Vohwinkel;Vohwinkel;;7.0439975;51.2165487;strassengenau;;514;30.6.1944;1944-06-30;1944-12-31;Westarbeiter;16;;
54;Ackermann Fahrzeugbau;Kraftfahrzeugindustrie;Fahrzeugbau;ja;1;Vohwinkeler Str. 87-93;Vohwinkel;Vohwinkel;;7.0439975;51.2165487;strassengenau;;514;30.6.1944;1944-06-30;1944-12-31;Ostarbeiter;75;68;7
54;Ackermann Fahrzeugbau;Kraftfahrzeugindustrie;Fahrzeugbau;ja;1;Vohwinkeler Str. 87-93;Vohwinkel;Vohwinkel;;7.0439975;51.2165487;strassengenau;;514;31.12.1944;1944-12-31;1945-05-08;Deutsche;178;166;12
54;Ackermann Fahrzeugbau;Kraftfahrzeugindustrie;Fahrzeugbau;ja;1;Vohwinkeler Str. 87-93;Vohwinkel;Vohwinkel;;7.0439975;51.2165487;strassengenau;;514;31.12.1944;1944-12-31;1945-05-08;Westarbeiter;24;23;1
54;Ackermann Fahrzeugbau;Kraftfahrzeugindustrie;Fahrzeugbau;ja;1;Vohwinkeler Str. 87-93;Vohwinkel;Vohwinkel;;7.0439975;51.2165487;strassengenau;;514;31.12.1944;1944-12-31;1945-05-08;Ostarbeiter;70;63;7
55;Jack Adams;Kraftfahrzeugindustrie;Autoreparatur;;1;Heckinghauser Str. 75;Barmen;Heckinghausen;;7.211779;51.2716284;hausgenau;;514–515;27.4.1943;1943-04-27;1945-05-08;Franzosen;;;
55;Jack Adams;Kraftfahrzeugindustrie;Autoreparatur;;1;Heckinghauser Str. 75;Barmen;Heckinghausen;;7.211779;51.2716284;hausgenau;;514–515;27.4.1943;1943-04-27;1945-05-08;Belgier;;;
56;Dr. Albert Alteköster vorm. „Almag AG“;Chemie;Düngerwerke;nein;1;Buchenhofener Str. 1;Sonnborn;Vohwinkel;;7.0897159;51.2358715;hausgenau;;514–515;;;1945-05-08;Kriegsgefangene;;;
57;G. & R. Alvermann;Maschinenbau;Maschinenfabrik;nein;1;Heckinghauser Str. 43 A;Barmen;Heckinghausen;;7.2083935;51.2714811;hausgenau;;514–515;28.10.1942;1942-10-28;1943-04-27;Ostarbeiter;4;0;4
57;G. & R. Alvermann;Maschinenbau;Maschinenfabrik;nein;1;Heckinghauser Str. 43 A;Barmen;Heckinghausen;;7.2083935;51.2714811;hausgenau;;514–515;27.4.1943;1943-04-27;1945-05-08;Ostarbeiter;7;0;7
58;Georg Arends;Gärtnerei;Staudengärtnerei;ja;1;Monschaustr. 74 A;Ronsdorf;Ronsdorf;;7.1914256;51.2312242;hausgenau;;514–515;23.01.1941;1941-01-23;1945-05-08;Kriegsgefangene;10;10;
59;Ludwig Attin;Metallindustrie;Stahlhandlung und Fassonschmiede;nein;1;Wasserstraße 15;Barmen;Barmen;;7.1841997;51.2669144;hausgenau;;514–515;31.10.1942;1942-10-31;1945-05-08;Deutsche;6;3;3
59;Ludwig Attin;Metallindustrie;Stahlhandlung und Fassonschmiede;nein;1;Wasserstraße 15;Barmen;Barmen;;7.1841997;51.2669144;hausgenau;;514–515;31.10.1942;1942-10-31;1945-05-08;Westarbeiter;1;1;
59;Ludwig Attin;Metallindustrie;Stahlhandlung und Fassonschmiede;nein;1;Wasserstraße 15;Barmen;Barmen;;7.1841997;51.2669144;hausgenau;;514–515;31.10.1942;1942-10-31;1944-07-05;Ostarbeiter;2;;
59;Ludwig Attin;Metallindustrie;Stahlhandlung und Fassonschmiede;nein;1;Wasserstraße 15;Barmen;Barmen;;7.1841997;51.2669144;hausgenau;;514–515;05.07.1944;1944-07-05;1945-05-08;Ostarbeiter;;;
60;Oswald Attin;Metallindustrie;Hammerwerk und Fassonschmiede;ja;1;Warndstraße 4;Barmen;Barmen;;7.1774824;51.2636833;strassengenau;;515;;;;;;;
61;Autohaus GmbH;Handel / Dienstleistungen;Opel-Autohaus, Handel und Reparatur;ja;1;Leimbacherstr. 85-87;Barmen;Barmen;;7.1926189;51.2792491;hausgenau;;515;27.4.1943;1943-04-27;1945-05-08;Franzosen;;;
62;J. L. Bacon;Handwerk;Heizungs- und Lüftungsanlagen;ja;1;Hofaue 4;Elberfeld;Elberfeld;;7.1563659;51.2566505;hausgenau;;515;27.4.1943;1943-04-27;1945-05-08;Belgier;;;
62;J. L. Bacon;Handwerk;Heizungs- und Lüftungsanlagen;ja;1;Hofaue 4;Elberfeld;Elberfeld;;7.1563659;51.2566505;hausgenau;;515;31.8.1943;1943-08-31;1945-05-08;Deutsche;19;19;
62;J. L. Bacon;Handwerk;Heizungs- und Lüftungsanlagen;ja;1;Hofaue 4;Elberfeld;Elberfeld;;7.1563659;51.2566505;hausgenau;;515;31.8.1943;1943-08-31;1945-05-08;Westarbeiter;3;;
63;Carl Beier;Metallindustrie;Sägenfabrik;nein;1;Oberheidter Str. 67;Cronenberg;Cronenberg;;7.1353278;51.1882722;hausgenau;;515;;;;;;;
64;Bangert & Co. „Klinker- und Ziegelwerk Uhlenbruch“;Ziegelei;;nein;1;Uhlenbruch 4;Nächstebreck;Oberbarmen;;7.2531106;51.3036527;hausgenau;;515;;;;;;;
65;Barmer Maschinenfabrik KG;Maschinenbau;Maschinenfabrik, Zweigwerk der Lenneper „Barmag“;ja;1;Mohrenstr. 12-28;Barmen;Heckinghausen;;7.2258854;51.2715279;strassengenau;;515;31.1.1944;1944-01-31;1945-05-08;Deutsche;77;51;26
65;Barmer Maschinenfabrik KG;Maschinenbau;Maschinenfabrik, Zweigwerk der Lenneper „Barmag“;ja;1;Mohrenstr. 12-28;Barmen;Heckinghausen;;7.2258854;51.2715279;strassengenau;;515;31.1.1944;1944-01-31;1945-05-08;Westarbeiter;74;74;
66;Bastfaser GmbH;Textilindustrie;Textilindustrie;nein;1;Auf der Bleiche 43;Barmen;Heckinghausen;;7.2262137;51.2723964;strassengenau;;516;31.3.1943;1943-03-31;1943-08-31;Deutsche;75;66;9
66;Bastfaser GmbH;Textilindustrie;Textilindustrie;nein;1;Auf der Bleiche 43;Barmen;Heckinghausen;;7.2262137;51.2723964;strassengenau;;516;31.3.1943;1943-03-31;1944-03-11;Westarbeiter;5;;
66;Bastfaser GmbH;Textilindustrie;Textilindustrie;nein;1;Auf der Bleiche 43;Barmen;Heckinghausen;;7.2262137;51.2723964;strassengenau;;516;31.8.1943;1943-08-31;1945-05-08;Deutsche;64;57;7
66;Bastfaser GmbH;Textilindustrie;Textilindustrie;nein;1;Auf der Bleiche 43;Barmen;Heckinghausen;;7.2262137;51.2723964;strassengenau;;516;11.3.1944;1944-03-11;1945-05-08;Westarbeiter;5;;
67;Carl Bauer;Metallindustrie;Schrauben- und Mutternfabrik;nein;1;Solinger Str. 28;Cronenberg;Cronenberg;;7.1235128;51.2045144;strassengenau;;516;8.5.1942;1942-05-08;1942-08-13;Ostarbeiter;15;0;5
67;Carl Bauer;Metallindustrie;Schrauben- und Mutternfabrik;nein;1;Solinger Str. 28;Cronenberg;Cronenberg;;7.1235128;51.2045144;strassengenau;;516;13.8.1942;1942-08-13;1942-10-28;Ostarbeiter;35;0;35
67;Carl Bauer;Metallindustrie;Schrauben- und Mutternfabrik;nein;1;Solinger Str. 28;Cronenberg;Cronenberg;;7.1235128;51.2045144;strassengenau;;516;28.10.1942;1942-10-28;1943-04-27;Ostarbeiter;34;0;34
67;Carl Bauer;Metallindustrie;Schrauben- und Mutternfabrik;nein;1;Solinger Str. 28;Cronenberg;Cronenberg;;7.1235128;51.2045144;strassengenau;;516;27.4.1943;1943-04-27;1944-03-11;Ostarbeiter;60;10;50
67;Carl Bauer;Metallindustrie;Schrauben- und Mutternfabrik;nein;1;Solinger Str. 28;Cronenberg;Cronenberg;;7.1235128;51.2045144;strassengenau;;516;11.3.1944;1944-03-11;1945-05-08;Ostarbeiter;128;28;100
67;Carl Bauer;Metallindustrie;Schrauben- und Mutternfabrik;nein;1;Solinger Str. 28;Cronenberg;Cronenberg;;7.1235128;51.2045144;strassengenau;;516;1943-04-27 00:00:00;;1945-05-08;Franzosen;;;
68;I.G. Farbenindustrie AG Werk Elberfeld;Chemie;vorm. Frdr. Bayer & Co.;ja;1;Friedrich-Ebert-Straße 217-333;Elberfeld;Elberfeld-West;;7.1164549;51.2492963;hausgenau;;516;27.4.1943;1943-04-27;1943-11-30;Ostarbeiter;18;0;18
68;I.G. Farbenindustrie AG Werk Elberfeld;Chemie;vorm. Frdr. Bayer & Co.;ja;1;Friedrich-Ebert-Straße 217-333;Elberfeld;Elberfeld-West;;7.1164549;51.2492963;hausgenau;;516;27.4.1943;1943-04-27;1945-05-08;Polen;;;
68;I.G. Farbenindustrie AG Werk Elberfeld;Chemie;vorm. Frdr. Bayer & Co.;ja;1;Friedrich-Ebert-Straße 217-333;Elberfeld;Elberfeld-West;;7.1164549;51.2492963;hausgenau;;516;27.4.1943;1943-04-27;1945-05-08;Franzosen;;;
68;I.G. Farbenindustrie AG Werk Elberfeld;Chemie;vorm. Frdr. Bayer & Co.;ja;1;Friedrich-Ebert-Straße 217-333;Elberfeld;Elberfeld-West;;7.1164549;51.2492963;hausgenau;;516;27.4.1943;1943-04-27;1945-05-08;Belgier;;;
68;I.G. Farbenindustrie AG Werk Elberfeld;Chemie;vorm. Frdr. Bayer & Co.;ja;1;Friedrich-Ebert-Straße 217-333;Elberfeld;Elberfeld-West;;7.1164549;51.2492963;hausgenau;;516;27.4.1943;1943-04-27;1945-05-08;Niederländer;;;
68;I.G. Farbenindustrie AG Werk Elberfeld;Chemie;vorm. Frdr. Bayer & Co.;ja;1;Friedrich-Ebert-Straße 217-333;Elberfeld;Elberfeld-West;;7.1164549;51.2492963;hausgenau;;516;27.4.1943;1943-04-27;1945-05-08;Sonstige;;;
68;I.G. Farbenindustrie AG Werk Elberfeld;Chemie;vorm. Frdr. Bayer & Co.;ja;1;Friedrich-Ebert-Straße 217-333;Elberfeld;Elberfeld-West;;7.1164549;51.2492963;hausgenau;;516;30.11.1943;1943-11-30;1944-07-31;Deutsche;1100;777;323
68;I.G. Farbenindustrie AG Werk Elberfeld;Chemie;vorm. Frdr. Bayer & Co.;ja;1;Friedrich-Ebert-Straße 217-333;Elberfeld;Elberfeld-West;;7.1164549;51.2492963;hausgenau;;516;30.11.1943;1943-11-30;1944-07-31;Westarbeiter;211;164;47
68;I.G. Farbenindustrie AG Werk Elberfeld;Chemie;vorm. Frdr. Bayer & Co.;ja;1;Friedrich-Ebert-Straße 217-333;Elberfeld;Elberfeld-West;;7.1164549;51.2492963;hausgenau;;516;30.11.1943;1943-11-30;1944-03-11;Ostarbeiter;47;10;37
68;I.G. Farbenindustrie AG Werk Elberfeld;Chemie;vorm. Frdr. Bayer & Co.;ja;1;Friedrich-Ebert-Straße 217-333;Elberfeld;Elberfeld-West;;7.1164549;51.2492963;hausgenau;;516;30.11.1943;1943-11-30;1944-07-31;Kriegsgefangene;2;;
68;I.G. Farbenindustrie AG Werk Elberfeld;Chemie;vorm. Frdr. Bayer & Co.;ja;1;Friedrich-Ebert-Straße 217-333;Elberfeld;Elberfeld-West;;7.1164549;51.2492963;hausgenau;;516;11.3.1944;1944-03-11;1944-07-31;Ostarbeiter;54;13;41
68;I.G. Farbenindustrie AG Werk Elberfeld;Chemie;vorm. Frdr. Bayer & Co.;ja;1;Friedrich-Ebert-Straße 217-333;Elberfeld;Elberfeld-West;;7.1164549;51.2492963;hausgenau;;516;31.7.1944;1944-07-31;1945-02-28;Deutsche;1117;777;340
68;I.G. Farbenindustrie AG Werk Elberfeld;Chemie;vorm. Frdr. Bayer & Co.;ja;1;Friedrich-Ebert-Straße 217-333;Elberfeld;Elberfeld-West;;7.1164549;51.2492963;hausgenau;;516;31.7.1944;1944-07-31;1945-05-08;Westarbeiter;191;141;50
68;I.G. Farbenindustrie AG Werk Elberfeld;Chemie;vorm. Frdr. Bayer & Co.;ja;1;Friedrich-Ebert-Straße 217-333;Elberfeld;Elberfeld-West;;7.1164549;51.2492963;hausgenau;;516;31.7.1944;1944-07-31;1945-05-08;Ostarbeiter;63;27;36
68;I.G. Farbenindustrie AG Werk Elberfeld;Chemie;vorm. Frdr. Bayer & Co.;ja;1;Friedrich-Ebert-Straße 217-333;Elberfeld;Elberfeld-West;;7.1164549;51.2492963;hausgenau;;516;31.7.1944;1944-07-31;1945-02-28;Kriegsgefangene;2;;
68;I.G. Farbenindustrie AG Werk Elberfeld;Chemie;vorm. Frdr. Bayer & Co.;ja;1;Friedrich-Ebert-Straße 217-333;Elberfeld;Elberfeld-West;;7.1164549;51.2492963;hausgenau;;516;28.2.1945;1945-02-28;1945-05-08;Deutsche;1044;713;331
68;I.G. Farbenindustrie AG Werk Elberfeld;Chemie;vorm. Frdr. Bayer & Co.;ja;1;Friedrich-Ebert-Straße 217-333;Elberfeld;Elberfeld-West;;7.1164549;51.2492963;hausgenau;;516;28.2.1945;1945-02-28;1945-05-08;Ausländer;244;161;83
68;I.G. Farbenindustrie AG Werk Elberfeld;Chemie;vorm. Frdr. Bayer & Co.;ja;1;Friedrich-Ebert-Straße 217-333;Elberfeld;Elberfeld-West;;7.1164549;51.2492963;hausgenau;;516;28.2.1945;1945-02-28;1945-05-08;Kriegsgefangene;2;;
69;Karl Becker;Metallindustrie;Muttern- und Schraubenfabrik;nein;1;Berghauser Str. 110-118;Cronenberg;Cronenberg;;7.1299246;51.1938682;hausgenau;;516;13.8.1942;1942-08-13;1942-10-28;Ostarbeiter;20;0;20
69;Karl Becker;Metallindustrie;Muttern- und Schraubenfabrik;nein;1;Berghauser Str. 110-118;Cronenberg;Cronenberg;;7.1299246;51.1938682;hausgenau;;516;28.10.1942;1942-10-28;1943-04-27;Ostarbeiter;28;0;28
69;Karl Becker;Metallindustrie;Muttern- und Schraubenfabrik;nein;1;Berghauser Str. 110-118;Cronenberg;Cronenberg;;7.1299246;51.1938682;hausgenau;;516;27.4.1943;1943-04-27;1944-03-11;Ostarbeiter;30;0;30
69;Karl Becker;Metallindustrie;Muttern- und Schraubenfabrik;nein;1;Berghauser Str. 110-118;Cronenberg;Cronenberg;;7.1299246;51.1938682;hausgenau;;516;27.4.1943;1943-04-27;1945-05-08;Niederländer;;;
69;Karl Becker;Metallindustrie;Muttern- und Schraubenfabrik;nein;1;Berghauser Str. 110-118;Cronenberg;Cronenberg;;7.1299246;51.1938682;hausgenau;;516;11.3.1944;1944-03-11;1945-05-08;Ostarbeiter;49;15;34
70;Gebr. Becker;Maschinenbau;Maschinenfabrik;ja;1;Gennebrecker Str. 8;Wichlinghausen;Oberbarmen;;7.216269;51.2893323;hausgenau;;516;13.8.1942;1942-08-13;1942-10-28;Ostarbeiter;20;0;20
70;Gebr. Becker;Maschinenbau;Maschinenfabrik;ja;1;Gennebrecker Str. 8;Wichlinghausen;Oberbarmen;;7.216269;51.2893323;hausgenau;;516;28.10.1942;1942-10-28;1943-04-27;Ostarbeiter;21;0;21
70;Gebr. Becker;Maschinenbau;Maschinenfabrik;ja;1;Gennebrecker Str. 8;Wichlinghausen;Oberbarmen;;7.216269;51.2893323;hausgenau;;516;27.4.1943;1943-04-27;1944-01-29;Ostarbeiter;35;0;35
70;Gebr. Becker;Maschinenbau;Maschinenfabrik;ja;1;Gennebrecker Str. 8;Wichlinghausen;Oberbarmen;;7.216269;51.2893323;hausgenau;;516;27.4.1943;1943-04-27;1945-05-08;Belgier;;;
70;Gebr. Becker;Maschinenbau;Maschinenfabrik;ja;1;Gennebrecker Str. 8;Wichlinghausen;Oberbarmen;;7.216269;51.2893323;hausgenau;;516;27.4.1943;1943-04-27;1945-05-08;Niederländer;;;
70;Gebr. Becker;Maschinenbau;Maschinenfabrik;ja;1;Gennebrecker Str. 8;Wichlinghausen;Oberbarmen;;7.216269;51.2893323;hausgenau;;516;29.1.1944;1944-01-29;1944-06-30;Deutsche;98;84;14
70;Gebr. Becker;Maschinenbau;Maschinenfabrik;ja;1;Gennebrecker Str. 8;Wichlinghausen;Oberbarmen;;7.216269;51.2893323;hausgenau;;516;29.1.1944;1944-01-29;1944-06-30;Westarbeiter;14;14;
70;Gebr. Becker;Maschinenbau;Maschinenfabrik;ja;1;Gennebrecker Str. 8;Wichlinghausen;Oberbarmen;;7.216269;51.2893323;hausgenau;;516;29.1.1944;1944-01-29;1944-03-11;Ostarbeiter;24;;24
70;Gebr. Becker;Maschinenbau;Maschinenfabrik;ja;1;Gennebrecker Str. 8;Wichlinghausen;Oberbarmen;;7.216269;51.2893323;hausgenau;;516;11.3.1944;1944-03-11;1944-06-30;Ostarbeiter;19;0;19
70;Gebr. Becker;Maschinenbau;Maschinenfabrik;ja;1;Gennebrecker Str. 8;Wichlinghausen;Oberbarmen;;7.216269;51.2893323;hausgenau;;516;30.6.1944;1944-06-30;1944-12-31;Deutsche;47;40;7
70;Gebr. Becker;Maschinenbau;Maschinenfabrik;ja;1;Gennebrecker Str. 8;Wichlinghausen;Oberbarmen;;7.216269;51.2893323;hausgenau;;516;30.6.1944;1944-06-30;1944-12-31;Westarbeiter;3;3;
70;Gebr. Becker;Maschinenbau;Maschinenfabrik;ja;1;Gennebrecker Str. 8;Wichlinghausen;Oberbarmen;;7.216269;51.2893323;hausgenau;;516;30.6.1944;1944-06-30;1944-12-31;Ostarbeiter;2;;2
70;Gebr. Becker;Maschinenbau;Maschinenfabrik;ja;1;Gennebrecker Str. 8;Wichlinghausen;Oberbarmen;;7.216269;51.2893323;hausgenau;;516;31.12.1944;1944-12-31;1945-05-08;Deutsche;84;71;13
70;Gebr. Becker;Maschinenbau;Maschinenfabrik;ja;1;Gennebrecker Str. 8;Wichlinghausen;Oberbarmen;;7.216269;51.2893323;hausgenau;;516;31.12.1944;1944-12-31;1945-05-08;Westarbeiter;11;11;
70;Gebr. Becker;Maschinenbau;Maschinenfabrik;ja;1;Gennebrecker Str. 8;Wichlinghausen;Oberbarmen;;7.216269;51.2893323;hausgenau;;516;31.12.1944;1944-12-31;1945-05-08;Ostarbeiter;31;;31
71;Ernst Beckmannshagen;Metallindustrie;Metallgießerei;nein;1;Spitzenstr. 15;Langerfeld;Langerfeld-Beyenburg;;7.24203;51.275074;hausgenau;;516;;;;;;;
72;Wilhelm Beiersmann;Metallindustrie;Schraubenfabrik und Fassondreherei;nein;1;Regentenstr. 49;Langerfeld;Langerfeld-Beyenburg;;7.2545648;51.2771835;hausgenau;;517;;;;;;;
73;Belzer-Werk;Metallindustrie;Werkzeuge für Automobil- und Flugwesen;nein;1;Hastener Str. 4;Cronenberg;Cronenberg;;7.1460225;51.2140982;hausgenau;;517;27.4.1943;1943-04-27;1945-05-08;Franzosen;;;
73;Belzer-Werk;Metallindustrie;Werkzeuge für Automobil- und Flugwesen;nein;1;Hastener Str. 4;Cronenberg;Cronenberg;;7.1460225;51.2140982;hausgenau;;517;27.4.1943;1943-04-27;1945-05-08;Niederländer;;;
74;J. P. Bemberg AG.;Textilindustrie;Textilfasern, Kunstfasern;nein;1;Oehder Str. 14-28;Barmen;Langerfeld-Beyenburg;;7.236577;51.264163;strassengenau;Nur straßengenau — über die Mitte der Nummern 16, 18, 28 verortet (3 von 8 aus dem Bereich 14–28);517;13.8.1942;1942-08-13;1942-10-28;Ostarbeiter;363;1;362
74;J. P. Bemberg AG.;Textilindustrie;Textilfasern, Kunstfasern;nein;1;Oehder Str. 14-28;Barmen;Langerfeld-Beyenburg;;7.236577;51.264163;strassengenau;Nur straßengenau — über die Mitte der Nummern 16, 18, 28 verortet (3 von 8 aus dem Bereich 14–28);517;28.10.1942;1942-10-28;1943-04-27;Ostarbeiter;421;0;421
74;J. P. Bemberg AG.;Textilindustrie;Textilfasern, Kunstfasern;nein;1;Oehder Str. 14-28;Barmen;Langerfeld-Beyenburg;;7.236577;51.264163;strassengenau;Nur straßengenau — über die Mitte der Nummern 16, 18, 28 verortet (3 von 8 aus dem Bereich 14–28);517;27.4.1943;1943-04-27;1944-03-11;Ostarbeiter;399;0;399
74;J. P. Bemberg AG.;Textilindustrie;Textilfasern, Kunstfasern;nein;1;Oehder Str. 14-28;Barmen;Langerfeld-Beyenburg;;7.236577;51.264163;strassengenau;Nur straßengenau — über die Mitte der Nummern 16, 18, 28 verortet (3 von 8 aus dem Bereich 14–28);517;27.4.1943;1943-04-27;1945-05-08;Franzosen;;;
74;J. P. Bemberg AG.;Textilindustrie;Textilfasern, Kunstfasern;nein;1;Oehder Str. 14-28;Barmen;Langerfeld-Beyenburg;;7.236577;51.264163;strassengenau;Nur straßengenau — über die Mitte der Nummern 16, 18, 28 verortet (3 von 8 aus dem Bereich 14–28);517;27.4.1943;1943-04-27;1945-05-08;Polen;;;
74;J. P. Bemberg AG.;Textilindustrie;Textilfasern, Kunstfasern;nein;1;Oehder Str. 14-28;Barmen;Langerfeld-Beyenburg;;7.236577;51.264163;strassengenau;Nur straßengenau — über die Mitte der Nummern 16, 18, 28 verortet (3 von 8 aus dem Bereich 14–28);517;27.4.1943;1943-04-27;1945-05-08;Belgier;;;
74;J. P. Bemberg AG.;Textilindustrie;Textilfasern, Kunstfasern;nein;1;Oehder Str. 14-28;Barmen;Langerfeld-Beyenburg;;7.236577;51.264163;strassengenau;Nur straßengenau — über die Mitte der Nummern 16, 18, 28 verortet (3 von 8 aus dem Bereich 14–28);517;27.4.1943;1943-04-27;1945-05-08;Niederländer;;;
74;J. P. Bemberg AG.;Textilindustrie;Textilfasern, Kunstfasern;nein;1;Oehder Str. 14-28;Barmen;Langerfeld-Beyenburg;;7.236577;51.264163;strassengenau;Nur straßengenau — über die Mitte der Nummern 16, 18, 28 verortet (3 von 8 aus dem Bereich 14–28);517;27.4.1943;1943-04-27;1945-05-08;Italiener;;;
74;J. P. Bemberg AG.;Textilindustrie;Textilfasern, Kunstfasern;nein;1;Oehder Str. 14-28;Barmen;Langerfeld-Beyenburg;;7.236577;51.264163;strassengenau;Nur straßengenau — über die Mitte der Nummern 16, 18, 28 verortet (3 von 8 aus dem Bereich 14–28);517;27.4.1943;1943-04-27;1945-05-08;Tschechen;;;
74;J. P. Bemberg AG.;Textilindustrie;Textilfasern, Kunstfasern;nein;1;Oehder Str. 14-28;Barmen;Langerfeld-Beyenburg;;7.236577;51.264163;strassengenau;Nur straßengenau — über die Mitte der Nummern 16, 18, 28 verortet (3 von 8 aus dem Bereich 14–28);517;27.4.1943;1943-04-27;1945-05-08;Sonstige;;;
74;J. P. Bemberg AG.;Textilindustrie;Textilfasern, Kunstfasern;nein;1;Oehder Str. 14-28;Barmen;Langerfeld-Beyenburg;;7.236577;51.264163;strassengenau;Nur straßengenau — über die Mitte der Nummern 16, 18, 28 verortet (3 von 8 aus dem Bereich 14–28);517;11.3.1944;1944-03-11;1944-07-31;Ostarbeiter;285;0;285
74;J. P. Bemberg AG.;Textilindustrie;Textilfasern, Kunstfasern;nein;1;Oehder Str. 14-28;Barmen;Langerfeld-Beyenburg;;7.236577;51.264163;strassengenau;Nur straßengenau — über die Mitte der Nummern 16, 18, 28 verortet (3 von 8 aus dem Bereich 14–28);517;31.7.1944;1944-07-31;1945-05-08;Ostarbeiter;279;;279
74;J. P. Bemberg AG.;Textilindustrie;Textilfasern, Kunstfasern;nein;1;Oehder Str. 14-28;Barmen;Langerfeld-Beyenburg;;7.236577;51.264163;strassengenau;Nur straßengenau — über die Mitte der Nummern 16, 18, 28 verortet (3 von 8 aus dem Bereich 14–28);517;31.7.1944;1944-07-31;1945-05-08;Westarbeiter;1428;571;857
74;J. P. Bemberg AG.;Textilindustrie;Textilfasern, Kunstfasern;nein;1;Oehder Str. 14-28;Barmen;Langerfeld-Beyenburg;;7.236577;51.264163;strassengenau;Nur straßengenau — über die Mitte der Nummern 16, 18, 28 verortet (3 von 8 aus dem Bereich 14–28);517;31.7.1944;1944-07-31;1945-05-08;kriegsgefangene Russen;57;;
74;J. P. Bemberg AG.;Textilindustrie;Textilfasern, Kunstfasern;nein;1;Oehder Str. 14-28;Barmen;Langerfeld-Beyenburg;;7.236577;51.264163;strassengenau;Nur straßengenau — über die Mitte der Nummern 16, 18, 28 verortet (3 von 8 aus dem Bereich 14–28);517;31.7.1944;1944-07-31;1945-05-08;andere Kriegsgefangene;238;;
75;Bemetall-Werk GmbH;NE-Metallindustrie;Aluminiumfabrik;nein;1;Thüringer Str. 9;Barmen;Langerfeld-Beyenburg;;7.2505143;51.2750325;hausgenau;;518;27.4.1943;1943-04-27;1945-05-08;Niederländer;;;
76;Kurt Berger;Kraftfahrzeugindustrie;Autoreifen;unbekannt;1;Neumarktstaße 25-27;Elberfeld;Elberfeld;;7.1429057;51.2576673;strassengenau;;518;;;;;;;
