nr;unternehmen;industriezweig;industriezweigSpeer;existiertHeute;standortNr;adresse;ort;stadtteil;adresseHeute;laenge;breite;verortung;verortungHinweis;speerSeite;datum;datumVon;datumBis;zwangsarbeiterart;gesamt;maennlich;weiblich
182;Hermann Hemscheidt;Maschinenbau;Maschinenfabrik;unbekannt;1;Bornberg 97-103;Elberfeld;Uellendahl-Katernberg;;7.1571951;51.2751538;hausgenau;;527;31.1.1944;1944-01-31;1944-06-30;Deutsche;370;291;79
182;Hermann Hemscheidt;Maschinenbau;Maschinenfabrik;unbekannt;1;Bornberg 97-103;Elberfeld;Uellendahl-Katernberg;;7.1571951;51.2751538;hausgenau;;527;31.1.1944;1944-01-31;1945-05-08;Ausländer;151;116;15
182;Hermann Hemscheidt;Maschinenbau;Maschinenfabrik;unbekannt;1;Bornberg 97-103;Elberfeld;Uellendahl-Katernberg;;7.1571951;51.2751538;hausgenau;;527;11.3.1944;1944-03-11;1944-06-30;Ostarbeiter;100;68;32
182;Hermann Hemscheidt;Maschinenbau;Maschinenfabrik;unbekannt;1;Bornberg 97-103;Elberfeld;Uellendahl-Katernberg;;7.1571951;51.2751538;hausgenau;;527;30.6.1944;1944-06-30;1944-12-31;Deutsche;373;287;86
182;Hermann Hemscheidt;Maschinenbau;Maschinenfabrik;unbekannt;1;Bornberg 97-103;Elberfeld;Uellendahl-Katernberg;;7.1571951;51.2751538;hausgenau;;527;30.6.1944;1944-06-30;1944-12-31;Westarbeiter;43;39;4
182;Hermann Hemscheidt;Maschinenbau;Maschinenfabrik;unbekannt;1;Bornberg 97-103;Elberfeld;Uellendahl-Katernberg;;7.1571951;51.2751538;hausgenau;;527;30.6.1944;1944-06-30;1944-12-31;Ostarbeiter;100;68;32
182;Hermann Hemscheidt;Maschinenbau;Maschinenfabrik;unbekannt;1;Bornberg 97-103;Elberfeld;Uellendahl-Katernberg;;7.1571951;51.2751538;hausgenau;;527;30.6.1944;1944-06-30;1945-05-08;weitere Kriegsgefangene;10;;
182;Hermann Hemscheidt;Maschinenbau;Maschinenfabrik;unbekannt;1;Bornberg 97-103;Elberfeld;Uellendahl-Katernberg;;7.1571951;51.2751538;hausgenau;;527;31.12.1944;1944-12-31;1945-05-08;Deutsche;383;263;120
182;Hermann Hemscheidt;Maschinenbau;Maschinenfabrik;unbekannt;1;Bornberg 97-103;Elberfeld;Uellendahl-Katernberg;;7.1571951;51.2751538;hausgenau;;527;31.12.1944;1944-12-31;1945-05-08;Westarbeiter;48;46;2
182;Hermann Hemscheidt;Maschinenbau;Maschinenfabrik;unbekannt;1;Bornberg 97-103;Elberfeld;Uellendahl-Katernberg;;7.1571951;51.2751538;hausgenau;;527;31.12.1944;1944-12-31;1945-05-08;Ostarbeiter;89;76;13
182;Hermann Hemscheidt;Maschinenbau;Maschinenfabrik;unbekannt;1;Bornberg 97-103;Elberfeld;Uellendahl-Katernberg;;7.1571951;51.2751538;hausgenau;;527;31.12.1944;1944-12-31;1945-05-08;russische Kriegsgefangene;20;;
182;Hermann Hemscheidt;Maschinenbau;Maschinenfabrik;unbekannt;1;Bornberg 97-103;Elberfeld;Uellendahl-Katernberg;;7.1571951;51.2751538;hausgenau;;527;;;1945-05-08;Italiener;;;
182;Hermann Hemscheidt;Maschinenbau;Maschinenfabrik;unbekannt;1;Bornberg 97-103;Elberfeld;Uellendahl-Katernberg;;7.1571951;51.2751538;hausgenau;;527;;;1945-05-08;Holländer;;;
183;Otto Henrich;Textilindustrie;Galoschenfabrik;nein;1;Schorfer Str. 10;Cronenberg;Cronenberg;;7.125989;51.2046157;strassengenau;;528;27.4.1943;1943-04-27;1945-05-08;Ostarbeiter;13;;
185;Richard Herberholz K.G.;Maschinenbau;Fabrik für landwirtschaftliche Geräte;ja;1;Emil-Rittershaus-Straße 5-5 a;Barmen;Barmen;;7.2024408;51.2730713;hausgenau;;528;11.3.1944;1944-03-11;1945-05-08;Ostarbeiter;18;18;0
186;Dr. Kurt Herberts & Co.;Chemie;Lackfabrik;ja;1;Christbusch 25;Barmen;Barmen;;7.1719392;51.2569898;hausgenau;;528;13.8.1942;1942-08-13;1942-10-28;Ostarbeiter;62;0;62
186;Dr. Kurt Herberts & Co.;Chemie;Lackfabrik;ja;1;Christbusch 25;Barmen;Barmen;;7.1719392;51.2569898;hausgenau;;528;28.10.1942;1942-10-28;1943-04-27;Ostarbeiter;53;0;53
186;Dr. Kurt Herberts & Co.;Chemie;Lackfabrik;ja;1;Christbusch 25;Barmen;Barmen;;7.1719392;51.2569898;hausgenau;;528;27.4.1943;1943-04-27;1944-01-31;Ostarbeiter;226;0;226
186;Dr. Kurt Herberts & Co.;Chemie;Lackfabrik;ja;1;Christbusch 25;Barmen;Barmen;;7.1719392;51.2569898;hausgenau;;528;27.4.1943;1943-04-27;1945-05-08;Franzosen;;;
186;Dr. Kurt Herberts & Co.;Chemie;Lackfabrik;ja;1;Christbusch 25;Barmen;Barmen;;7.1719392;51.2569898;hausgenau;;528;27.4.1943;1943-04-27;1945-05-08;Niederländer;;;
186;Dr. Kurt Herberts & Co.;Chemie;Lackfabrik;ja;1;Christbusch 25;Barmen;Barmen;;7.1719392;51.2569898;hausgenau;;528;31.1.1944;1944-01-31;1944-06-30;Deutsche;424;;
186;Dr. Kurt Herberts & Co.;Chemie;Lackfabrik;ja;1;Christbusch 25;Barmen;Barmen;;7.1719392;51.2569898;hausgenau;;528;31.1.1944;1944-01-31;1944-12-31;Westarbeiter;38;36;2
186;Dr. Kurt Herberts & Co.;Chemie;Lackfabrik;ja;1;Christbusch 25;Barmen;Barmen;;7.1719392;51.2569898;hausgenau;;528;31.1.1944;1944-01-31;1944-03-11;Ostarbeiter;251;17;234
186;Dr. Kurt Herberts & Co.;Chemie;Lackfabrik;ja;1;Christbusch 25;Barmen;Barmen;;7.1719392;51.2569898;hausgenau;;528;11.3.1944;1944-03-11;1944-06-30;Ostarbeiter;242;15;227
186;Dr. Kurt Herberts & Co.;Chemie;Lackfabrik;ja;1;Christbusch 25;Barmen;Barmen;;7.1719392;51.2569898;hausgenau;;528;30.6.1944;1944-06-30;1944-12-31;Deutsche;431;292;139
186;Dr. Kurt Herberts & Co.;Chemie;Lackfabrik;ja;1;Christbusch 25;Barmen;Barmen;;7.1719392;51.2569898;hausgenau;;528;30.6.1944;1944-06-30;1944-12-31;Ostarbeiter;182;16;166
186;Dr. Kurt Herberts & Co.;Chemie;Lackfabrik;ja;1;Christbusch 25;Barmen;Barmen;;7.1719392;51.2569898;hausgenau;;528;31.12.1944;1944-12-31;1945-05-08;Deutsche;427;280;147
186;Dr. Kurt Herberts & Co.;Chemie;Lackfabrik;ja;1;Christbusch 25;Barmen;Barmen;;7.1719392;51.2569898;hausgenau;;528;31.12.1944;1944-12-31;1945-05-08;Westarbeiter;92;87;5
186;Dr. Kurt Herberts & Co.;Chemie;Lackfabrik;ja;1;Christbusch 25;Barmen;Barmen;;7.1719392;51.2569898;hausgenau;;528;31.12.1944;1944-12-31;1945-05-08;Ostarbeiter;238;49;189
187;Wilhelm Hermes KG;xxx;Stahlhoch- und Brückenbau, Zahnräder;unbekannt;1;Beule 8 b;Wichlinghausen;Oberbarmen;;7.2282063;51.2871693;strassengenau;;528;13.8.1942;1942-08-13;1942-10-28;Ostarbeiter;30;30;0
187;Wilhelm Hermes KG;xxx;Stahlhoch- und Brückenbau, Zahnräder;unbekannt;1;Beule 8 b;Wichlinghausen;Oberbarmen;;7.2282063;51.2871693;strassengenau;;528;28.10.1942;1942-10-28;1943-04-27;Ostarbeiter;20;20;0
187;Wilhelm Hermes KG;xxx;Stahlhoch- und Brückenbau, Zahnräder;unbekannt;1;Beule 8 b;Wichlinghausen;Oberbarmen;;7.2282063;51.2871693;strassengenau;;528;27.4.1943;1943-04-27;1944-01-31;Ostarbeiter;79;33;46
187;Wilhelm Hermes KG;xxx;Stahlhoch- und Brückenbau, Zahnräder;unbekannt;1;Beule 8 b;Wichlinghausen;Oberbarmen;;7.2282063;51.2871693;strassengenau;;528;27.4.1943;1943-04-27;1945-05-08;Franzosen;;;
187;Wilhelm Hermes KG;xxx;Stahlhoch- und Brückenbau, Zahnräder;unbekannt;1;Beule 8 b;Wichlinghausen;Oberbarmen;;7.2282063;51.2871693;strassengenau;;528;31.1.1944;1944-01-31;1944-06-30;Deutsche;278;240;38
187;Wilhelm Hermes KG;xxx;Stahlhoch- und Brückenbau, Zahnräder;unbekannt;1;Beule 8 b;Wichlinghausen;Oberbarmen;;7.2282063;51.2871693;strassengenau;;528;31.1.1944;1944-01-31;1944-06-30;Westarbeiter;105;;
187;Wilhelm Hermes KG;xxx;Stahlhoch- und Brückenbau, Zahnräder;unbekannt;1;Beule 8 b;Wichlinghausen;Oberbarmen;;7.2282063;51.2871693;strassengenau;;528;31.1.1944;1944-01-31;1944-03-11;Ostarbeiter;83;32;51
187;Wilhelm Hermes KG;xxx;Stahlhoch- und Brückenbau, Zahnräder;unbekannt;1;Beule 8 b;Wichlinghausen;Oberbarmen;;7.2282063;51.2871693;strassengenau;;528;31.1.1944;1944-01-31;1944-06-30;Kriegsgefangene;87;;
187;Wilhelm Hermes KG;xxx;Stahlhoch- und Brückenbau, Zahnräder;unbekannt;1;Beule 8 b;Wichlinghausen;Oberbarmen;;7.2282063;51.2871693;strassengenau;;528;11.3.1944;1944-03-11;1944-06-30;Ostarbeiter;81;29;52
187;Wilhelm Hermes KG;xxx;Stahlhoch- und Brückenbau, Zahnräder;unbekannt;1;Beule 8 b;Wichlinghausen;Oberbarmen;;7.2282063;51.2871693;strassengenau;;528;30.6.1944;1944-06-30;1944-11-30;Deutsche;271;232;39
187;Wilhelm Hermes KG;xxx;Stahlhoch- und Brückenbau, Zahnräder;unbekannt;1;Beule 8 b;Wichlinghausen;Oberbarmen;;7.2282063;51.2871693;strassengenau;;528;30.6.1944;1944-06-30;1945-05-08;Westarbeiter;74;;
187;Wilhelm Hermes KG;xxx;Stahlhoch- und Brückenbau, Zahnräder;unbekannt;1;Beule 8 b;Wichlinghausen;Oberbarmen;;7.2282063;51.2871693;strassengenau;;528;30.6.1944;1944-06-30;1945-05-08;Ostarbeiter;81;31;50
187;Wilhelm Hermes KG;xxx;Stahlhoch- und Brückenbau, Zahnräder;unbekannt;1;Beule 8 b;Wichlinghausen;Oberbarmen;;7.2282063;51.2871693;strassengenau;;528;30.6.1944;1944-06-30;1945-05-08;Kriegsgefangene;87;;
187;Wilhelm Hermes KG;xxx;Stahlhoch- und Brückenbau, Zahnräder;unbekannt;1;Beule 8 b;Wichlinghausen;Oberbarmen;;7.2282063;51.2871693;strassengenau;;528;30.11.1944;1944-11-30;1945-05-08;Deutsche;270;;
187;Wilhelm Hermes KG;xxx;Stahlhoch- und Brückenbau, Zahnräder;unbekannt;1;Beule 8 b;Wichlinghausen;Oberbarmen;;7.2282063;51.2871693;strassengenau;;528;30.11.1944;1944-11-30;1945-05-08;Ausländer;141;92;49
188;Alois Hesse;xxx;Autoverwertung;unbekannt;1;Treppenstr. 16;Elberfeld;Elberfeld-West;;7.1280633;51.2523237;hausgenau;;528;;;1945-05-08;Ostarbeiter;;;
188;Alois Hesse;xxx;Autoverwertung;unbekannt;1;Treppenstr. 16;Elberfeld;Elberfeld-West;;7.1280633;51.2523237;hausgenau;;528;;;1945-05-08;Westarbeiter;;;
188;Alois Hesse;xxx;Autoverwertung;unbekannt;1;Treppenstr. 16;Elberfeld;Elberfeld-West;;7.1280633;51.2523237;hausgenau;;528;;;1945-05-08;Ukrainer;;;
189;Otto Heyer;Textilindustrie;Mechanische Futterstoff-Weberei;nein;1;Hesselnberg 97-97a;Barmen;Barmen;;7.1713796;51.2573457;hausgenau;;529;27.4.1943;1943-04-27;1945-05-08;Niederländer;;;
190;Gebr. Hilgeland;Maschinenbau;Maschinenfabrik;ja;1;Im Rehsiepen 33-35;Ronsdorf;Ronsdorf;;7.21781;51.224148;strassengenau;Nur straßengenau — über Nr. 35 verortet, die einzige aus dem überlieferten Bereich 33–35, die es heute noch gibt;529;27.4.1943;1943-04-27;1945-05-08;Franzosen;;;
190;Gebr. Hilgeland;Maschinenbau;Maschinenfabrik;ja;1;Im Rehsiepen 33-35;Ronsdorf;Ronsdorf;;7.21781;51.224148;strassengenau;Nur straßengenau — über Nr. 35 verortet, die einzige aus dem überlieferten Bereich 33–35, die es heute noch gibt;529;;;1945-05-08;Ostarbeiter;;;
190;Gebr. Hilgeland;Maschinenbau;Maschinenfabrik;ja;1;Im Rehsiepen 33-35;Ronsdorf;Ronsdorf;;7.21781;51.224148;strassengenau;Nur straßengenau — über Nr. 35 verortet, die einzige aus dem überlieferten Bereich 33–35, die es heute noch gibt;529;;;1945-05-08;Westarbeiter;;;
190;Gebr. Hilgeland;Maschinenbau;Maschinenfabrik;ja;1;Im Rehsiepen 33-35;Ronsdorf;Ronsdorf;;7.21781;51.224148;strassengenau;Nur straßengenau — über Nr. 35 verortet, die einzige aus dem überlieferten Bereich 33–35, die es heute noch gibt;529;;;1945-05-08;Italiener;;;
190;Gebr. Hilgeland;Maschinenbau;Maschinenfabrik;ja;1;Im Rehsiepen 33-35;Ronsdorf;Ronsdorf;;7.21781;51.224148;strassengenau;Nur straßengenau — über Nr. 35 verortet, die einzige aus dem überlieferten Bereich 33–35, die es heute noch gibt;529;;;1945-05-08;Holländer;;;
190;Gebr. Hilgeland;Maschinenbau;Maschinenfabrik;ja;1;Im Rehsiepen 33-35;Ronsdorf;Ronsdorf;;7.21781;51.224148;strassengenau;Nur straßengenau — über Nr. 35 verortet, die einzige aus dem überlieferten Bereich 33–35, die es heute noch gibt;529;;;1945-05-08;Russen;;;
191;Dr. Fritz Hillringhaus;Lebensmittelindustrie;Preßhefefabrik und Brennerei;nein;1;Rauental 51-59;Oberbarmen;Heckinghausen;;7.230526;51.272375;strassengenau;Nur straßengenau — über die Mitte der Nummern 51, 53, 55, 57, 59 verortet (5 von 5 aus dem Bereich 51–59);529;27.4.1943;1943-04-27;1945-05-08;Polen;;;
191;Dr. Fritz Hillringhaus;Lebensmittelindustrie;Preßhefefabrik und Brennerei;nein;1;Rauental 51-59;Oberbarmen;Heckinghausen;;7.230526;51.272375;strassengenau;Nur straßengenau — über die Mitte der Nummern 51, 53, 55, 57, 59 verortet (5 von 5 aus dem Bereich 51–59);529;27.4.1943;1943-04-27;1945-05-08;Niederländer;;;
191;Dr. Fritz Hillringhaus;Lebensmittelindustrie;Preßhefefabrik und Brennerei;nein;1;Rauental 51-59;Oberbarmen;Heckinghausen;;7.230526;51.272375;strassengenau;Nur straßengenau — über die Mitte der Nummern 51, 53, 55, 57, 59 verortet (5 von 5 aus dem Bereich 51–59);529;;;1945-05-08;Ostarbeiter;;;
191;Dr. Fritz Hillringhaus;Lebensmittelindustrie;Preßhefefabrik und Brennerei;nein;1;Rauental 51-59;Oberbarmen;Heckinghausen;;7.230526;51.272375;strassengenau;Nur straßengenau — über die Mitte der Nummern 51, 53, 55, 57, 59 verortet (5 von 5 aus dem Bereich 51–59);529;;;1945-05-08;Westarbeiter;;;
192;Hindrichs-Auffermann A.G.;Metallindustrie;Metall-, Walz- und Plattierwerk;nein;1;Heckinghauser Str. 118-120;Barmen;Barmen;;7.2047956;51.2703168;strassengenau;;529;13.8.1942;1942-08-13;1942-10-28;Ostarbeiter;84;0;84
192;Hindrichs-Auffermann A.G.;Metallindustrie;Metall-, Walz- und Plattierwerk;nein;1;Heckinghauser Str. 118-120;Barmen;Barmen;;7.2047956;51.2703168;strassengenau;;529;28.10.1942;1942-10-28;1943-04-27;Ostarbeiter;85;0;85
192;Hindrichs-Auffermann A.G.;Metallindustrie;Metall-, Walz- und Plattierwerk;nein;1;Heckinghauser Str. 118-120;Barmen;Barmen;;7.2047956;51.2703168;strassengenau;;529;27.4.1943;1943-04-27;1944-03-11;Ostarbeiter;176;9;167
192;Hindrichs-Auffermann A.G.;Metallindustrie;Metall-, Walz- und Plattierwerk;nein;1;Heckinghauser Str. 118-120;Barmen;Barmen;;7.2047956;51.2703168;strassengenau;;529;27.4.1943;1943-04-27;1945-05-08;Franzosen;;;
192;Hindrichs-Auffermann A.G.;Metallindustrie;Metall-, Walz- und Plattierwerk;nein;1;Heckinghauser Str. 118-120;Barmen;Barmen;;7.2047956;51.2703168;strassengenau;;529;27.4.1943;1943-04-27;1945-05-08;Belgier;;;
192;Hindrichs-Auffermann A.G.;Metallindustrie;Metall-, Walz- und Plattierwerk;nein;1;Heckinghauser Str. 118-120;Barmen;Barmen;;7.2047956;51.2703168;strassengenau;;529;31.1.1944;1944-01-31;1945-05-08;Deutsche;317;168;149
192;Hindrichs-Auffermann A.G.;Metallindustrie;Metall-, Walz- und Plattierwerk;nein;1;Heckinghauser Str. 118-120;Barmen;Barmen;;7.2047956;51.2703168;strassengenau;;529;31.1.1944;1944-01-31;1945-05-08;Ausländer;76;31;45
192;Hindrichs-Auffermann A.G.;Metallindustrie;Metall-, Walz- und Plattierwerk;nein;1;Heckinghauser Str. 118-120;Barmen;Barmen;;7.2047956;51.2703168;strassengenau;;529;31.1.1944;1944-01-31;1945-05-08;Kriegsgefangene;34;;
192;Hindrichs-Auffermann A.G.;Metallindustrie;Metall-, Walz- und Plattierwerk;nein;1;Heckinghauser Str. 118-120;Barmen;Barmen;;7.2047956;51.2703168;strassengenau;;529;11.3.1944;1944-03-11;1945-05-08;Ostarbeiter;137;17;120
193;Dr. Hans Höring;Lebensmittelindustrie;Konserven- und Marmeladenfabrik;nein;1;Viehhofstr. 33 A;Elberfeld;Elberfeld-West;;7.138172;51.247533;strassengenau;Nur straßengenau — über die Nachbarnummer 33 verortet, „33 A“ ist heute nicht mehr vergeben;529;;;;;;;
194;Hogarten & Co. KG;Ziegelei;Ronsdorfer Ziegelwerk;nein;1;Nibelungenstr. 67;Ronsdorf;Ronsdorf;;7.2092909;51.2248654;strassengenau;;529;30.6.1944;1944-06-30;1945-05-08;Ausländer ohne Nationalitätenangabe;38;38;
194;Hogarten & Co. KG;Ziegelei;Ronsdorfer Ziegelwerk;nein;1;Nibelungenstr. 67;Ronsdorf;Ronsdorf;;7.2092909;51.2248654;strassengenau;;529;;;1945-05-08;Ostarbeiter;;;
194;Hogarten & Co. KG;Ziegelei;Ronsdorfer Ziegelwerk;nein;1;Nibelungenstr. 67;Ronsdorf;Ronsdorf;;7.2092909;51.2248654;strassengenau;;529;;;1945-05-08;Westarbeiter;;;
195;Homann-Werke Wilhelm Homann;Metallindustrie;Herdfabrik;nein;1;Scheffelstr. 37;Vohwinkel;Vohwinkel;;7.0842905;51.2387975;hausgenau;;529;13.8.1942;1942-08-13;1942-10-28;Ostarbeiter;175;96;79
195;Homann-Werke Wilhelm Homann;Metallindustrie;Herdfabrik;nein;1;Scheffelstr. 37;Vohwinkel;Vohwinkel;;7.0842905;51.2387975;hausgenau;;529;28.10.1942;1942-10-28;1943-04-27;Ostarbeiter;175;95;80
195;Homann-Werke Wilhelm Homann;Metallindustrie;Herdfabrik;nein;1;Scheffelstr. 37;Vohwinkel;Vohwinkel;;7.0842905;51.2387975;hausgenau;;529;27.4.1943;1943-04-27;1944-01-31;Ostarbeiter;234;155;79
195;Homann-Werke Wilhelm Homann;Metallindustrie;Herdfabrik;nein;1;Scheffelstr. 37;Vohwinkel;Vohwinkel;;7.0842905;51.2387975;hausgenau;;529;27.4.1943;1943-04-27;1945-05-08;Franzosen;;;
195;Homann-Werke Wilhelm Homann;Metallindustrie;Herdfabrik;nein;1;Scheffelstr. 37;Vohwinkel;Vohwinkel;;7.0842905;51.2387975;hausgenau;;529;27.4.1943;1943-04-27;1945-05-08;Niederländer;;;
195;Homann-Werke Wilhelm Homann;Metallindustrie;Herdfabrik;nein;1;Scheffelstr. 37;Vohwinkel;Vohwinkel;;7.0842905;51.2387975;hausgenau;;529;31.1.1944;1944-01-31;1944-06-30;Deutsche;505;333;172
195;Homann-Werke Wilhelm Homann;Metallindustrie;Herdfabrik;nein;1;Scheffelstr. 37;Vohwinkel;Vohwinkel;;7.0842905;51.2387975;hausgenau;;529;31.1.1944;1944-01-31;1944-06-30;Westarbeiter;138;137;1
195;Homann-Werke Wilhelm Homann;Metallindustrie;Herdfabrik;nein;1;Scheffelstr. 37;Vohwinkel;Vohwinkel;;7.0842905;51.2387975;hausgenau;;529;31.1.1944;1944-01-31;1944-03-11;Ostarbeiter;259;164;95
195;Homann-Werke Wilhelm Homann;Metallindustrie;Herdfabrik;nein;1;Scheffelstr. 37;Vohwinkel;Vohwinkel;;7.0842905;51.2387975;hausgenau;;529;11.3.1944;1944-03-11;1944-06-30;Ostarbeiter;407;;
195;Homann-Werke Wilhelm Homann;Metallindustrie;Herdfabrik;nein;1;Scheffelstr. 37;Vohwinkel;Vohwinkel;;7.0842905;51.2387975;hausgenau;;529;30.6.1944;1944-06-30;1944-12-31;Deutsche;835;632;203
195;Homann-Werke Wilhelm Homann;Metallindustrie;Herdfabrik;nein;1;Scheffelstr. 37;Vohwinkel;Vohwinkel;;7.0842905;51.2387975;hausgenau;;529;30.6.1944;1944-06-30;1944-12-31;Westarbeiter;153;148;5
195;Homann-Werke Wilhelm Homann;Metallindustrie;Herdfabrik;nein;1;Scheffelstr. 37;Vohwinkel;Vohwinkel;;7.0842905;51.2387975;hausgenau;;529;30.6.1944;1944-06-30;1944-12-31;Ostarbeiter;475;257;218
195;Homann-Werke Wilhelm Homann;Metallindustrie;Herdfabrik;nein;1;Scheffelstr. 37;Vohwinkel;Vohwinkel;;7.0842905;51.2387975;hausgenau;;529;31.12.1944;1944-12-31;1945-05-08;Deutsche;981;692;289
195;Homann-Werke Wilhelm Homann;Metallindustrie;Herdfabrik;nein;1;Scheffelstr. 37;Vohwinkel;Vohwinkel;;7.0842905;51.2387975;hausgenau;;529;31.12.1944;1944-12-31;1945-05-08;Westarbeiter;424;410;14
195;Homann-Werke Wilhelm Homann;Metallindustrie;Herdfabrik;nein;1;Scheffelstr. 37;Vohwinkel;Vohwinkel;;7.0842905;51.2387975;hausgenau;;529;31.12.1944;1944-12-31;1945-05-08;Ostarbeiter;561;287;274
196;J. & A. Homberg;Handel / Dienstleistungen;Kraftstoffgroßhandel;nein;1;Zur Scheuren 24-30;Barmen;Barmen;;7.20171;51.275618;strassengenau;Nur straßengenau — über Nr. 28 verortet, die einzige aus dem überlieferten Bereich 24–30, die es heute noch gibt;530;30.4.1943;1943-04-30;1945-05-08;Deutsche;55;52;3
196;J. & A. Homberg;Handel / Dienstleistungen;Kraftstoffgroßhandel;nein;1;Zur Scheuren 24-30;Barmen;Barmen;;7.20171;51.275618;strassengenau;Nur straßengenau — über Nr. 28 verortet, die einzige aus dem überlieferten Bereich 24–30, die es heute noch gibt;530;30.4.1943;1943-04-30;1945-05-08;Westarbeiter;1;;
197;Wilhelm Hoppe;Bauunternehmen;Holzbau;nein;1;Tunnelstr. 28;Barmen;Barmen;;7.1855918;51.2712827;hausgenau;;530;27.4.1943;1943-04-27;1945-05-08;Polen;;;
197;Wilhelm Hoppe;Bauunternehmen;Holzbau;nein;1;Tunnelstr. 28;Barmen;Barmen;;7.1855918;51.2712827;hausgenau;;530;27.4.1943;1943-04-27;1945-05-08;Niederländer;;;
198;Josef Hora;Metallindustrie;Schraubenfabrik;ja;1;Langerfelder Str. 80;Barmen;Langerfeld-Beyenburg;;7.2322583;51.2726567;hausgenau;;530;27.4.1943;1943-04-27;1945-05-08;Polen;;;
198;Josef Hora;Metallindustrie;Schraubenfabrik;ja;1;Langerfelder Str. 80;Barmen;Langerfeld-Beyenburg;;7.2322583;51.2726567;hausgenau;;530;27.4.1943;1943-04-27;1945-05-08;Franzosen;;;
198;Josef Hora;Metallindustrie;Schraubenfabrik;ja;1;Langerfelder Str. 80;Barmen;Langerfeld-Beyenburg;;7.2322583;51.2726567;hausgenau;;530;;;1945-05-08;Ostarbeiter;;;
199;Ewald Hölschen;Textilindustrie;Dampfwäscherei;nein;1;Uellendahler Str. 240;Elberfeld;Uellendahl-Katernberg;;7.1542222;51.275383;hausgenau;;530;5.7.1944;1944-07-05;1945-05-08;Ostarbeiter;;;
200;Hugo Hösterey;Metallindustrie;Werkzeugfabrik und Hammerwerk;nein;1;Sudberger Str. 49;Cronenberg;Cronenberg;;7.1366789;51.1770614;strassengenau;;530;27.4.1943;1943-04-27;1945-05-08;Ostarbeiter;3;3;0
201;Hortmann & Fomm (HOFO);Lebensmittelindustrie;Keks-, Zwieback- und Waffel-Fabrik;nein;1;Goldlackstr. 30;Ronsdorf;Ronsdorf;;7.1966146;51.2224655;hausgenau;;530;;;1945-05-08;Ostarbeiter;;;
202;Hotel zur Post;Gastgewerbe;Hotel, Inhaber Josef Ahn;ja;1;Poststraße 4;Elberfeld;Elberfeld;;7.1471134;51.2580569;hausgenau;;530;11.3.1944;1944-03-11;1945-05-08;Ostarbeiter;11;7;4
203;Walter Hufstadt;Metallindustrie;Metallgießerei und Beschlägefabrik;nein;1;Hahnerbergerstraße 30-32;Elberfeld;Elberfeld;;7.15031;51.227237;strassengenau;Nur straßengenau — über Nr. 32 verortet, die einzige aus dem überlieferten Bereich 30–32, die es heute noch gibt;530;2.3.1943;1943-03-02;1945-05-08;Deutsche;7;7;
203;Walter Hufstadt;Metallindustrie;Metallgießerei und Beschlägefabrik;nein;1;Hahnerbergerstraße 30-32;Elberfeld;Elberfeld;;7.15031;51.227237;strassengenau;Nur straßengenau — über Nr. 32 verortet, die einzige aus dem überlieferten Bereich 30–32, die es heute noch gibt;530;2.3.1943;1943-03-02;1945-05-08;Ostarbeiter;2;2;
204;Gebrüder Hülstrunk;Handel / Dienstleistungen;Kohlen, Koks, Briketts;nein;1;Obergrünewalder Str. 12a;Elberfeld;Elberfeld;;7.1372619;51.2559035;hausgenau;;530;27.4.1943;1943-04-27;1945-05-08;Niederländer;;;
205;Hüsecken, Holzrichter & Co.;Metallindustrie;Kaltwalzwerk u. Lackiererei;ja;1;Am Eckstein 15;Barmen;Oberbarmen;;7.2355883;51.2885332;hausgenau;;530;27.4.1943;1943-04-27;1945-05-08;Niederländer;;;
206;Schlaraffia-Werke Hüser & Co. KG;Möbelindustrie;Matratzenfabrik;nein;1;Kreuzstr. 29-31;Wichlinghausen;Oberbarmen;;7.2206954;51.2865543;hausgenau;;530;13.8.1942;1942-08-13;1942-10-28;Ostarbeiter;49;0;49
206;Schlaraffia-Werke Hüser & Co. KG;Möbelindustrie;Matratzenfabrik;nein;1;Kreuzstr. 29-31;Wichlinghausen;Oberbarmen;;7.2206954;51.2865543;hausgenau;;530;28.10.1942;1942-10-28;1943-04-27;Ostarbeiter;46;0;46
206;Schlaraffia-Werke Hüser & Co. KG;Möbelindustrie;Matratzenfabrik;nein;1;Kreuzstr. 29-31;Wichlinghausen;Oberbarmen;;7.2206954;51.2865543;hausgenau;;530;27.4.1943;1943-04-27;1944-03-11;Ostarbeiter;98;0;98
206;Schlaraffia-Werke Hüser & Co. KG;Möbelindustrie;Matratzenfabrik;nein;1;Kreuzstr. 29-31;Wichlinghausen;Oberbarmen;;7.2206954;51.2865543;hausgenau;;530;27.4.1943;1943-04-27;1945-05-08;Niederländer;;;
206;Schlaraffia-Werke Hüser & Co. KG;Möbelindustrie;Matratzenfabrik;nein;1;Kreuzstr. 29-31;Wichlinghausen;Oberbarmen;;7.2206954;51.2865543;hausgenau;;530;11.3.1944;1944-03-11;1945-05-08;Ostarbeiter;101;0;101
207;Arthur Huppertsberg KG;Textilindustrie;Fabrik in Gummilitzen, Kordeln;nein;1;Hagenauer Straße 30-32;Elberfeld;Elberfeld;;7.1499782;51.266232;hausgenau;;530;27.4.1943;1943-04-27;1945-05-08;Niederländer;;;
